case,combination_space,line_price_eur,full_space_spend_eur,benchmark_return_fraction,benchmark_own_return_eur,jackpot_eur,code_prize_board_eur,headline_overlay_eur,favorable_total_gross_eur,favorable_gross_ratio,deficit_eur,required_own_return_fraction_after_overlay
FDJ Grand LOTO 2026-06-26,19068840,5.00,95344200.00,0.5435,51819572.70,20000000.00,2000000.00,22000000.00,73819572.70,0.7742429293,21524627.30,0.7692523170
