draw_date,rule_regime,jackpot_gbp,rounds_per_ticket,match2_round_winners,match5_bonus_prize_gbp,match5_prize_gbp,match4_prize_gbp,match3_prize_gbp,match2_prize_gbp,total_prize_fund_gbp,source_url,source_class
2026-07-18,two_round_2026,9559451,2,1756390,0,1000,50,24,5,13282062,https://www.lottery.co.uk/lotto/results-18-07-2026,secondary_archive
