draw_date,jackpot_gbp,match2_winners,match5_bonus_prize_gbp,match5_prize_gbp,match4_prize_gbp,match3_prize_gbp,match2_cash_gbp,source_url,source_class
2025-02-01,15000000,1555808,1216628,6048,212,66,5,https://www.lottery.co.uk/lotto/results-01-02-2025,secondary_archive
2025-04-19,15000000,1674165,1066291,4535,191,58,5,https://www.lottery.co.uk/lotto/results-19-04-2025,secondary_archive
2025-05-17,11343776,1165187,1165535,6426,220,70,5,https://www.lottery.co.uk/lotto/results-17-05-2025,secondary_archive
2025-07-05,15000000,1522131,1036946,4446,206,66,5,https://www.lottery.co.uk/lotto/results-05-07-2025,secondary_archive
