date,official_draw,internal_draw,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,source,source_url,note
2026-08-23,,,5,10,11,14,19,28,32,35,36,42,47,48,49,51,53,54,64,65,69,70,Magayo,https://www.magayo.com/lotto/azerbaijan/super-keno-results/,Numbers recovered from Magayo ball image URLs; each image URL encodes the ball value in p2
